SocialLeague,JcE,64366,70
RivasShadow,Roguelite,29879,47
MonsterShadow,JcE,48416,22
SocialShadow,JcE,52247,32
ShadowLegends,Roguelite,69505,72
ShadowLegends,Coop,4499,92
AgeSocial,RPG,54895,95
ShadowAge,Rogelike,61547,2
RivasHunter,RPG,36482,96
SocialHunter,RPG,36368,40
AgeLeague,Tactial Shooter,47864,82
ShadowAge,Coop,26600,50
LeagueAge,JcE,65522,59
MonsterAge,RPG,65745,16
ShadowShadow,MOBA,34043,61
LegendsMonster,Roguelite,16797,69
ShadowRivas,Rogelike,13263,44
RivasAge,RPG,60070,92
ShadowHunter,Acción,59670,95
HunterRocket,Rogelike,10743,33
LegendsAge,Coop,51367,99
LeagueLegends,Roguelite,21299,27
RivasLeague,Coop,14771,42
ShadowLeague,JcE,55327,45
SocialSocial,Tactial Shooter,22223,39
ShadowAge,Coop,34601,30
MonsterRivas,Acción,44475,28
HunterLegends,Coop,335,84
LegendsMonster,Tactial Shooter,69215,93
LeagueSocial,Tactial Shooter,69708,31
LegendsRivas,Coop,50697,26
MonsterSocial,RPG,46191,55
MonsterLeague,Coop,50912,44
RivasRivas,Coop,4219,17
ShadowRivas,RPG,15029,34
ShadowHunter,Acción,7541,3
ShadowMonster,Coop,48584,23
RocketSocial,Tactial Shooter,32774,31
LegendsRocket,Coop,1380,96
LegendsHunter,Roguelite,41067,43
RivasSocial,Rogelike,6156,39
RivasMonster,Roguelite,40403,97
MonsterRocket,JcE,66383,50
SocialRocket,RPG,10557,37
SocialRivas,RPG,52608,76
SocialLeague,RPG,21252,92
LegendsRivas,Roguelite,7263,43
LeagueLegends,Tactial Shooter,46862,95
ShadowLegends,Rogelike,46966,38
RivasLegends,RPG,31677,26
ShadowHunter,Coop,44706,45
LeagueLegends,MOBA,53665,35
RocketMonster,Rogelike,1836,62
RivasHunter,Roguelite,16510,61
SocialRivas,Acción,57438,41
HunterRocket,RPG,10595,21
HunterAge,Tactial Shooter,31484,85
RivasLeague,RPG,45984,64
RocketRivas,Acción,7051,48
LeagueSocial,MOBA,21603,15
ShadowAge,Rogelike,13108,63
LegendsSocial,Rogelike,26617,66
MonsterLeague,Roguelite,64219,63
LegendsAge,Rogelike,9290,77
ShadowShadow,Rogelike,10586,99
LeagueLegends,Rogelike,27271,9
SocialAge,Roguelite,57283,64
MonsterSocial,Rogelike,33539,18
LeagueShadow,Coop,24175,20
SocialRivas,MOBA,63579,12
HunterRocket,Rogelike,20779,0
MonsterShadow,MOBA,15258,29
RocketMonster,MOBA,17115,60
RivasAge,Rogelike,30096,73
RivasAge,RPG,43812,27
LeagueLeague,Roguelite,55460,2
HunterSocial,RPG,39179,25
ShadowMonster,Coop,42717,29
LeagueShadow,JcE,39857,38
MonsterRivas,Roguelite,63769,9
LeagueSocial,MOBA,21032,56
AgeRivas,MOBA,37907,99
LegendsLegends,Acción,55209,21
LegendsMonster,Tactial Shooter,61427,57
ShadowLeague,Acción,35049,71
SocialSocial,RPG,58158,95
ShadowRocket,Coop,38468,77
ShadowSocial,JcE,56895,22
LegendsHunter,Tactial Shooter,18554,49
HunterRivas,RPG,18971,42
RocketRocket,Rogelike,20242,68
ShadowSocial,Rogelike,58056,59
MonsterLegends,Tactial Shooter,24763,31
LeagueLegends,Rogelike,387,60
RivasHunter,RPG,28185,23
LegendsRocket,RPG,34252,84
LegendsSocial,Rogelike,45,39
HunterRocket,RPG,43780,44
MonsterAge,Tactial Shooter,31639,80
RivasLeague,Roguelite,18460,70
SocialHunter,Tactial Shooter,34927,39
LegendsSocial,Roguelite,66696,66
HunterRivas,Acción,47065,82
AgeLegends,Coop,44770,1
ShadowRocket,Tactial Shooter,5999,38
AgeAge,MOBA,9010,64
RocketMonster,MOBA,47551,0
MonsterRivas,Acción,23945,6
LeagueRocket,JcE,39366,13
MonsterLeague,MOBA,41235,23
RivasAge,Coop,11828,23
LegendsSocial,Tactial Shooter,9417,22
RocketRocket,Roguelite,8649,24
LeagueHunter,MOBA,20882,87
MonsterSocial,Coop,19453,39
MonsterLeague,Roguelite,55868,79
RocketAge,Roguelite,7964,50
RivasShadow,Acción,29624,70
HunterAge,Coop,9506,25
AgeRocket,Acción,4798,100
HunterRivas,JcE,48829,85
MonsterLegends,Acción,10952,91
ShadowHunter,Roguelite,27915,54
MonsterSocial,MOBA,37864,43
ShadowLegends,Tactial Shooter,6485,81
SocialShadow,Coop,47214,47
RocketLeague,Coop,65394,39
MonsterShadow,RPG,43963,32
RivasLegends,Rogelike,6985,14
AgeLeague,Tactial Shooter,62265,1
ShadowHunter,Rogelike,21384,81
ShadowAge,Rogelike,12735,52
ShadowAge,Roguelite,33282,65
SocialLeague,Acción,56228,43
AgeLegends,JcE,8439,61
ShadowHunter,MOBA,46889,85
ShadowLegends,Rogelike,695,35
RivasHunter,Rogelike,44549,42
SocialRivas,Rogelike,64990,0
AgeShadow,MOBA,20561,70
LeagueSocial,RPG,65400,25
RocketMonster,Coop,1451,25
HunterShadow,Rogelike,64414,5
MonsterMonster,Rogelike,62704,54
RivasSocial,Tactial Shooter,36004,29
RivasShadow,Rogelike,64954,18
SocialRocket,Roguelite,17478,94
RivasHunter,RPG,21588,97
LeagueRocket,RPG,8485,6
HunterLeague,Acción,37810,41
HunterAge,Roguelite,57493,85
HunterSocial,Roguelite,27448,63
LeagueLegends,RPG,25448,90
LeagueHunter,Roguelite,3428,56
ShadowMonster,Acción,13659,52
MonsterAge,Coop,30626,9
LegendsLeague,Rogelike,6882,7
RocketAge,Rogelike,20007,13
HunterRivas,Coop,8829,87
RocketAge,Rogelike,58674,37
HunterHunter,MOBA,1269,74
SocialHunter,RPG,35494,87
AgeMonster,MOBA,55305,24
RocketMonster,Acción,36012,88
ShadowSocial,RPG,45170,57
SocialSocial,MOBA,16537,72
LeagueLegends,Rogelike,22863,76
SocialMonster,Roguelite,33756,20
RocketRocket,Roguelite,68463,61
LegendsRocket,Tactial Shooter,49207,60
RocketLegends,Coop,60755,90
HunterLegends,RPG,45698,42
LeagueLeague,Roguelite,50256,60
SocialHunter,MOBA,42523,18
RocketAge,Rogelike,68254,92
LeagueShadow,MOBA,36939,17
RivasShadow,MOBA,63380,48
LegendsAge,JcE,68786,69
ShadowHunter,Coop,13442,61
LegendsAge,Tactial Shooter,10880,88
RocketRivas,Rogelike,27111,27
RocketRocket,Roguelite,7543,78
RocketRivas,Coop,65257,86
AgeLegends,Acción,21047,53
LegendsMonster,RPG,29170,65
LegendsAge,Roguelite,1825,12
ShadowShadow,Coop,39665,48
RivasShadow,Coop,42847,52
HunterSocial,MOBA,60736,49
ShadowHunter,MOBA,27154,11
MonsterLeague,Rogelike,13173,37
RivasShadow,Coop,43700,45
MonsterAge,Rogelike,13327,15
LegendsHunter,RPG,41547,84
LegendsRocket,Acción,13708,6
RocketAge,Acción,48665,61
MonsterLegends,MOBA,45195,15
LegendsRivas,Acción,50020,24
RivasAge,Coop,17273,71
RocketSocial,JcE,4882,99
RivasHunter,Acción,17545,57
SocialMonster,JcE,26501,82
RocketSocial,JcE,3447,71
SocialRocket,Roguelite,5329,90
MonsterRocket,Acción,45023,84
AgeLeague,JcE,3628,35
AgeSocial,Acción,5237,67
LegendsAge,MOBA,2429,48
ShadowShadow,Roguelite,62217,46
MonsterLeague,Acción,39190,35
ShadowLegends,Acción,67470,48
ShadowLegends,MOBA,47194,19
HunterMonster,Roguelite,55965,43
SocialLegends,JcE,28405,20
AgeShadow,JcE,63387,51
ShadowLeague,Tactial Shooter,39442,74
RivasRocket,Rogelike,52787,48
AgeRocket,Coop,45107,30
SocialRocket,RPG,22417,65
SocialHunter,Roguelite,20593,80
LegendsAge,Rogelike,56814,48
RocketRocket,Tactial Shooter,50164,100
RocketLegends,Acción,20525,11
ShadowShadow,RPG,35508,76
RocketRocket,Roguelite,12817,10
AgeLegends,Coop,62533,85
HunterSocial,MOBA,40445,10
LeagueHunter,Tactial Shooter,13977,89
LeagueSocial,JcE,40875,4
AgeLegends,MOBA,50238,68
MonsterRocket,Coop,13174,46
LeagueShadow,Roguelite,44026,29
LeagueMonster,JcE,52804,70
MonsterLeague,Roguelite,743,32
ShadowHunter,Roguelite,26207,89
LeagueSocial,Acción,51961,8
RivasMonster,MOBA,22310,74
ShadowLeague,MOBA,62105,78
ShadowRocket,Acción,50283,60
RocketSocial,MOBA,2834,49
RivasRocket,Roguelite,30230,29
RivasRivas,Rogelike,1505,41
RivasAge,Roguelite,36749,42
ShadowHunter,Rogelike,12506,37
ShadowAge,Tactial Shooter,38219,35
AgeSocial,Rogelike,49847,80
LegendsRivas,Roguelite,14998,27
RocketMonster,Rogelike,41651,17
ShadowShadow,Rogelike,23119,21
LegendsRocket,MOBA,30588,45
LegendsRivas,Acción,39492,53
LeagueShadow,Acción,62541,67
HunterRocket,Tactial Shooter,43105,57
MonsterShadow,Rogelike,39350,14
ShadowRocket,JcE,1993,6
HunterRivas,Coop,10780,8
LegendsLegends,Coop,45346,99
SocialShadow,Tactial Shooter,8253,94
RocketLeague,Coop,36035,13
RocketLeague,Roguelite,19362,68
ShadowRocket,Rogelike,19420,35
SocialLegends,JcE,23914,73
RocketSocial,JcE,67302,82
LegendsRocket,MOBA,21468,47
MonsterAge,RPG,57805,64
MonsterMonster,RPG,40691,3
LegendsHunter,Acción,67069,51
HunterRocket,Tactial Shooter,35756,71
RocketSocial,Roguelite,52200,57
LegendsAge,MOBA,22355,41
ShadowLeague,JcE,61931,48
SocialSocial,Coop,58564,15
HunterRivas,RPG,4065,5
MonsterLeague,Acción,13006,10
AgeLegends,Rogelike,15033,65
RocketSocial,Tactial Shooter,12438,99
RocketMonster,RPG,49246,39
RivasLeague,Acción,27327,62
RivasHunter,JcE,37119,33
LeagueRivas,Acción,34572,91
LeagueHunter,Roguelite,1601,62
RivasLeague,Acción,8840,24
LeagueRocket,Roguelite,23171,87
AgeMonster,MOBA,14550,37
LeagueLegends,Rogelike,69710,22
RocketRivas,Coop,15121,99
ShadowMonster,Acción,26485,55
AgeRivas,Tactial Shooter,47929,68
AgeRocket,Rogelike,8375,28
RivasSocial,Acción,65340,100
MonsterLegends,RPG,69770,89
ShadowMonster,Roguelite,26688,21
HunterMonster,Coop,26214,84
MonsterMonster,RPG,49868,12
SocialRocket,Rogelike,52436,86
HunterLegends,JcE,11442,51
ShadowShadow,MOBA,55293,65
RivasHunter,Rogelike,65156,84
RocketRivas,Acción,69876,86
SocialRivas,Tactial Shooter,63892,41
AgeMonster,Acción,479,66
RocketHunter,MOBA,50354,6
AgeHunter,MOBA,46339,88
LeagueAge,Tactial Shooter,33964,10
MonsterRocket,MOBA,45476,96
SocialRivas,Tactial Shooter,38310,40
LeagueRivas,Acción,44357,98
MonsterLegends,JcE,46073,58
SocialLeague,RPG,54900,86
SocialLegends,Roguelite,19229,98
RocketMonster,MOBA,62305,8
AgeSocial,Roguelite,60808,56
RivasRivas,MOBA,269,37
LegendsMonster,Rogelike,55687,91
HunterMonster,Coop,48139,93
LeagueLegends,Tactial Shooter,9493,65
SocialMonster,MOBA,63197,89
MonsterHunter,Coop,24645,96
HunterLegends,Coop,34262,37
ShadowSocial,Acción,35647,89
LegendsHunter,Tactial Shooter,14379,15
RivasRocket,Coop,10241,14
RivasAge,Tactial Shooter,55088,43
HunterHunter,RPG,24604,15
LeagueRivas,Rogelike,50208,61
SocialMonster,RPG,5226,92
LegendsSocial,Coop,31391,32
HunterRivas,JcE,56051,51
LegendsHunter,RPG,42727,8
HunterLegends,Coop,29232,1
AgeLegends,Coop,63896,44
LegendsShadow,Rogelike,57614,92
MonsterMonster,Roguelite,40205,60
LegendsSocial,RPG,29726,0
ShadowLegends,Rogelike,2573,18
AgeLeague,JcE,50745,21
ShadowRivas,Acción,21749,90
SocialSocial,MOBA,25924,11
ShadowLeague,MOBA,26243,73
ShadowShadow,Coop,20540,24
LeagueRivas,Coop,27763,82
LegendsRocket,Coop,34492,67
RivasAge,Coop,13904,52
SocialLeague,Coop,56232,16
RocketAge,JcE,18518,10
AgeRivas,RPG,47252,90
ShadowRocket,JcE,13012,8
ShadowLegends,Acción,52366,40
RocketAge,Acción,37045,88
MonsterLegends,JcE,47876,69
AgeShadow,RPG,25818,87
HunterMonster,RPG,30638,20
RivasShadow,Rogelike,36165,43
RivasAge,JcE,38002,91
MonsterMonster,Coop,28786,75
LeagueAge,Acción,12642,51
LeagueRivas,Roguelite,26952,20
LeagueLegends,Rogelike,34527,54
AgeMonster,MOBA,51161,37
RocketRocket,Rogelike,7298,41
LeagueRocket,Roguelite,61347,86
AgeRocket,Rogelike,60599,7
RivasHunter,Tactial Shooter,48349,2
RivasMonster,Rogelike,47037,20
RivasLegends,Roguelite,48821,26
RivasRocket,Acción,27774,4
ShadowSocial,MOBA,69119,83
HunterHunter,JcE,64894,30
HunterLeague,Tactial Shooter,52636,84
RivasHunter,RPG,42444,69
ShadowSocial,JcE,67016,49
MonsterAge,MOBA,64368,5
MonsterShadow,MOBA,11316,56
ShadowRocket,RPG,48053,25
LegendsAge,Tactial Shooter,2338,94
RocketLeague,Coop,15154,42
SocialAge,Roguelite,24168,12
RocketLeague,Tactial Shooter,27254,39
HunterSocial,MOBA,55965,44
LeagueShadow,RPG,47184,25
RivasShadow,RPG,59980,62
LegendsMonster,RPG,60046,90
MonsterMonster,Tactial Shooter,67409,79
LegendsLegends,RPG,8625,69
RocketRivas,RPG,27273,18
LeagueShadow,RPG,64570,10
HunterAge,Acción,1623,71
ShadowRivas,Tactial Shooter,9805,61
SocialLegends,MOBA,61211,17
SocialMonster,Rogelike,57665,65
SocialMonster,Rogelike,5089,73
AgeRocket,Roguelite,59682,90
LegendsAge,Rogelike,18430,96
RocketAge,Tactial Shooter,3465,65
MonsterRocket,Rogelike,35344,89
MonsterHunter,MOBA,23637,98
LegendsMonster,Acción,63457,54
SocialRocket,RPG,68718,83
RocketHunter,Tactial Shooter,2769,91
RivasMonster,Roguelite,53109,65
ShadowMonster,Roguelite,51834,62
RivasHunter,Tactial Shooter,61943,29
ShadowRocket,Coop,21807,38
HunterLegends,Rogelike,65603,56
ShadowRocket,JcE,59100,45
SocialHunter,JcE,5128,29
AgeSocial,Roguelite,34242,15
SocialLegends,Acción,31941,12
MonsterRivas,Rogelike,15315,38
SocialMonster,Rogelike,1117,85
LeagueAge,Rogelike,121,10
LeagueRivas,Tactial Shooter,9666,3
HunterLegends,RPG,7721,93
LegendsLeague,JcE,50556,45
ShadowSocial,Roguelite,47044,49
RivasLegends,Coop,47509,46
LeagueLeague,Coop,38587,86
MonsterLeague,MOBA,68965,61
SocialHunter,Rogelike,41664,84
AgeRivas,JcE,6503,39
RivasAge,Tactial Shooter,46727,5
HunterAge,MOBA,56487,35
ShadowLeague,Acción,352,46
AgeAge,Rogelike,23861,17
HunterHunter,Coop,43869,53
RivasHunter,JcE,39632,32
MonsterShadow,Acción,51784,30
RivasLeague,Tactial Shooter,46925,83
AgeHunter,JcE,48509,9
ShadowMonster,Acción,2035,29
ShadowRocket,JcE,57656,77
RivasLeague,JcE,34594,3
ShadowHunter,Acción,60599,30
AgeSocial,MOBA,23312,65
LeagueHunter,MOBA,53461,54
HunterAge,RPG,61663,84
MonsterMonster,Acción,52099,48
LegendsShadow,JcE,14089,58
LegendsLeague,Roguelite,50447,78
AgeHunter,Rogelike,41338,97
RocketRocket,Acción,26471,39
SocialHunter,Coop,28554,90
HunterAge,JcE,58194,74
ShadowRocket,RPG,42787,13
SocialLegends,Roguelite,24512,55
MonsterRivas,Roguelite,37231,12
RivasRocket,JcE,59022,28
RocketAge,JcE,64590,95
MonsterRocket,Acción,47357,33
AgeMonster,RPG,22253,5
SocialMonster,Coop,69016,25
ShadowRivas,Acción,60192,48
MonsterMonster,Tactial Shooter,58240,56
RivasMonster,Acción,8542,49
HunterHunter,Coop,30488,47
HunterLeague,Roguelite,46827,54
MonsterShadow,Acción,68048,15
RocketLeague,MOBA,52032,71
RivasAge,Acción,61862,30
ShadowLeague,JcE,49403,79
LegendsLegends,Rogelike,909,29
MonsterHunter,Tactial Shooter,36140,5
AgeSocial,Tactial Shooter,48531,58
LeagueSocial,RPG,51280,89
RocketMonster,MOBA,33249,21
ShadowHunter,JcE,53593,52
SocialHunter,Roguelite,33097,50
MonsterShadow,Rogelike,49899,89
AgeRocket,MOBA,62704,47
RivasAge,Roguelite,31445,42
RocketShadow,Acción,16019,31
AgeAge,Roguelite,2280,16
AgeSocial,RPG,33615,33
HunterSocial,Tactial Shooter,15947,10
LegendsHunter,RPG,34706,92
SocialLegends,Tactial Shooter,29496,22
ShadowAge,Acción,12113,71
AgeShadow,JcE,58068,96
SocialRivas,Rogelike,8,69
HunterAge,RPG,303,49
LeagueAge,Acción,61841,37
LeagueAge,Acción,50920,53
RivasRivas,JcE,37371,35
RivasRivas,Roguelite,68411,23
LeagueLeague,Rogelike,7673,36
RocketSocial,Acción,18687,36
MonsterLeague,Rogelike,26997,71
LeagueLeague,JcE,38302,90
LeagueAge,Tactial Shooter,52961,23
MonsterShadow,JcE,30546,42
AgeRocket,MOBA,58224,99
HunterMonster,Rogelike,14625,10
ShadowRivas,Coop,11447,8
LeagueAge,Acción,64971,65
RocketHunter,Tactial Shooter,31522,46
HunterRocket,Tactial Shooter,11535,59
LegendsAge,Roguelite,36382,23
RivasAge,RPG,21122,55
LegendsShadow,Acción,11818,77
ShadowAge,RPG,48014,28
LeagueAge,Tactial Shooter,65011,5
LegendsHunter,Coop,57313,50
MonsterLeague,RPG,24008,26
SocialLegends,Tactial Shooter,4151,51
LeagueLegends,Roguelite,41366,82
RocketShadow,Rogelike,16901,43
SocialSocial,Rogelike,18555,30
RivasLeague,RPG,18816,78
LeagueLeague,Roguelite,38580,36
AgeRocket,Acción,67266,21
LegendsRivas,Acción,45539,66
HunterMonster,RPG,3843,6
MonsterLegends,MOBA,64888,25
RivasLeague,JcE,61414,71
RivasLeague,RPG,36944,98
LegendsMonster,Rogelike,28208,92
HunterSocial,Tactial Shooter,9623,56
ShadowAge,MOBA,56267,51
AgeMonster,RPG,359,31
RivasSocial,Roguelite,11459,40
HunterShadow,Coop,53841,29
ShadowMonster,Tactial Shooter,39210,87
RivasSocial,Coop,45902,77
HunterRocket,Acción,49175,49
SocialShadow,RPG,68617,40
LegendsRocket,Coop,38045,27
MonsterSocial,Roguelite,15869,6
LegendsHunter,MOBA,52298,92
AgeLegends,Coop,5424,81
ShadowHunter,Tactial Shooter,52805,75
AgeRivas,JcE,58926,29
RocketLeague,RPG,58155,50
AgeRivas,RPG,30908,26
SocialAge,Coop,11893,10
HunterRocket,Tactial Shooter,31237,78
MonsterSocial,Roguelite,4959,18
RivasSocial,Tactial Shooter,13108,25
HunterRocket,Rogelike,36951,5
LeagueAge,RPG,194,31
RocketLeague,RPG,42366,57
LegendsSocial,Roguelite,40448,98
LegendsAge,Rogelike,60919,0
LegendsRocket,MOBA,65100,92
LeagueShadow,Roguelite,29046,37
AgeShadow,RPG,36909,21
RivasLeague,Rogelike,53940,80
HunterRocket,RPG,49054,69
LeagueShadow,Roguelite,15434,50
LegendsLegends,Tactial Shooter,39127,36
RocketRivas,Acción,1426,59
RocketShadow,JcE,13874,55
LeagueLeague,JcE,39872,36
HunterRivas,JcE,16687,40
LegendsLegends,RPG,35687,68
AgeHunter,Rogelike,13035,24
ShadowLeague,Acción,65068,57
LegendsAge,MOBA,14762,55
RivasShadow,Tactial Shooter,54212,71
RocketLeague,Rogelike,61252,1
LegendsRivas,Tactial Shooter,57668,71
ShadowRivas,RPG,12718,80
RivasRocket,JcE,66344,71
MonsterMonster,RPG,37216,4
SocialSocial,Coop,63836,81
AgeAge,Rogelike,23290,54
AgeHunter,JcE,45402,67
MonsterLeague,Acción,6717,3
LeagueLeague,Rogelike,30577,3
AgeShadow,Acción,67308,72
RivasLeague,Rogelike,66438,70
RivasLeague,Roguelite,62109,33
LegendsMonster,Tactial Shooter,8316,46
SocialRivas,Tactial Shooter,45788,78
AgeAge,MOBA,36691,48
ShadowShadow,Tactial Shooter,43866,59
RocketShadow,Coop,6536,66
LegendsSocial,JcE,6692,22
RocketMonster,Coop,37426,21
ShadowHunter,Acción,28345,82
LegendsHunter,JcE,6058,28
HunterRivas,Roguelite,39512,75
HunterAge,JcE,18401,32
LeagueLegends,MOBA,64742,0
SocialMonster,Tactial Shooter,30168,87
RivasRocket,Roguelite,57708,50
HunterSocial,MOBA,1351,66
LegendsLegends,MOBA,60005,88
HunterRivas,Roguelite,34997,80
AgeHunter,Roguelite,49604,37
AgeLeague,Acción,50258,60
AgeLeague,Rogelike,15013,41
RivasRocket,Rogelike,38886,88
RocketHunter,JcE,36707,6
MonsterLegends,Tactial Shooter,28473,17
LegendsRocket,Roguelite,46968,97
ShadowRocket,JcE,49440,87
AgeRivas,Rogelike,52099,11
LegendsRivas,RPG,53377,35
HunterSocial,Rogelike,6475,68
LeagueHunter,Acción,55092,95
LegendsLegends,Roguelite,19752,19
MonsterHunter,Tactial Shooter,9130,39
LeagueLegends,Tactial Shooter,18775,36
ShadowLeague,RPG,5489,68
LeagueRocket,Rogelike,5517,59
RivasRivas,Coop,43464,31
HunterAge,Tactial Shooter,37579,77
RocketHunter,Rogelike,49098,61
SocialMonster,Roguelite,13787,91
RivasMonster,Acción,31852,69
AgeMonster,Roguelite,21510,37
SocialLegends,Coop,54398,38
ShadowLeague,Acción,64729,9
HunterShadow,Acción,27134,51
RivasSocial,MOBA,1531,53
RocketAge,Coop,6263,13
RocketSocial,RPG,37266,81
HunterRivas,RPG,35210,29
MonsterRivas,JcE,39709,70
RocketShadow,MOBA,19085,59
ShadowShadow,Coop,63084,48
LegendsMonster,Tactial Shooter,31824,2
LeagueAge,Acción,6062,90
LeagueShadow,Roguelite,41877,74
AgeRocket,RPG,5124,36
MonsterHunter,RPG,18951,53
AgeRivas,MOBA,57798,33
AgeMonster,Rogelike,31771,54
HunterAge,RPG,32624,35
AgeAge,Roguelite,17015,90
AgeHunter,Coop,30680,8
AgeShadow,Rogelike,69264,100
LegendsSocial,Acción,17922,100
AgeSocial,Coop,28513,47
MonsterMonster,MOBA,57245,21
LegendsHunter,Roguelite,69231,12
LeagueRivas,MOBA,47769,61
LegendsAge,Acción,22779,84
RocketSocial,Rogelike,42489,16
ShadowRocket,RPG,57061,67
ShadowHunter,MOBA,42799,31
SocialSocial,Roguelite,42551,15
MonsterLegends,Tactial Shooter,60678,31
AgeRocket,Coop,26628,17
LeagueRocket,Roguelite,10654,0
RocketAge,Roguelite,19397,79
RocketLeague,MOBA,6416,50
LeagueLegends,Rogelike,55831,20
AgeLegends,Acción,29001,51
LeagueLegends,Coop,9829,79
LeagueRocket,JcE,28136,16
HunterLeague,Roguelite,8239,91
LegendsHunter,JcE,54804,54
HunterHunter,MOBA,67296,50
AgeLegends,Coop,18669,46
LegendsAge,Tactial Shooter,62104,65
LegendsRivas,MOBA,31962,45
LeagueMonster,Tactial Shooter,33811,81
LegendsShadow,Rogelike,20299,68
AgeMonster,Tactial Shooter,1995,9
AgeLegends,MOBA,66345,54
AgeShadow,JcE,4034,44
MonsterRocket,Acción,66115,35
HunterMonster,Tactial Shooter,53856,68
ShadowHunter,Acción,52370,81
HunterShadow,JcE,33587,22
LeagueMonster,RPG,7992,16
LeagueHunter,Roguelite,21199,85
LegendsMonster,Rogelike,46450,28
LeagueSocial,JcE,27280,42
HunterLegends,Coop,56259,19
MonsterSocial,Roguelite,8016,5
AgeSocial,MOBA,15975,2
ShadowMonster,MOBA,9981,38
AgeRivas,Roguelite,2204,34
HunterRivas,Coop,19823,90
LeagueRivas,Coop,45739,19
ShadowSocial,Rogelike,54631,13
RocketRivas,Roguelite,63795,13
ShadowHunter,Coop,60238,58
MonsterAge,Rogelike,6442,20
RivasAge,Tactial Shooter,65950,6
HunterHunter,Roguelite,53902,4
SocialLegends,JcE,64161,74
AgeSocial,Roguelite,54370,34
LeagueHunter,JcE,33214,2
RivasShadow,RPG,54823,10
ShadowHunter,Acción,11840,97
SocialRivas,Coop,67354,88
SocialRocket,Tactial Shooter,21406,85
LegendsAge,Coop,54758,97
RivasRivas,Tactial Shooter,40723,59
ShadowMonster,RPG,47299,30
LeagueShadow,Acción,28626,14
AgeLegends,RPG,51243,13
MonsterMonster,Acción,1358,33
LegendsShadow,Tactial Shooter,63200,66
MonsterLeague,Tactial Shooter,44214,52
RivasShadow,JcE,50151,50
HunterAge,Rogelike,37954,80
LegendsLeague,JcE,11766,75
RocketShadow,Rogelike,27986,86
RocketShadow,Roguelite,18794,73
HunterSocial,Roguelite,52774,19
LegendsSocial,MOBA,51768,4
LegendsAge,Coop,39603,74
AgeAge,Tactial Shooter,29353,81
RivasMonster,RPG,63600,10
MonsterRocket,RPG,57160,87
LegendsLegends,RPG,1078,48
SocialSocial,Rogelike,1005,44
SocialRocket,Roguelite,59379,72
AgeMonster,Tactial Shooter,18546,58
ShadowSocial,JcE,18014,88
LegendsShadow,Acción,35405,43
SocialAge,Coop,24082,1
MonsterShadow,Coop,8620,19
MonsterShadow,RPG,25326,42
LeagueRocket,RPG,55691,27
MonsterRocket,MOBA,45065,66
LegendsRivas,Tactial Shooter,21528,11
ShadowSocial,Roguelite,28516,93
AgeAge,Coop,41234,97
SocialRocket,Coop,49428,65
LegendsRivas,MOBA,3956,77
MonsterHunter,JcE,54903,27
SocialLeague,Coop,61462,14
SocialAge,Coop,59326,91
SocialRivas,JcE,22478,80
RivasHunter,RPG,32215,9
RocketLeague,RPG,54646,51
AgeShadow,RPG,68609,92
MonsterMonster,Acción,19002,28
MonsterAge,MOBA,49655,96
LegendsHunter,Coop,35410,28
RivasRocket,Tactial Shooter,14267,85
RivasRocket,Rogelike,40102,59
